dataset,model,anom_fraction,ROC-AUC,PR-AUC,max_f1_score,max_f1_threshold,max_f1_precision,max_f1_recall,runtime,avg_memory,roc_auc_std,pr_auc_std,max_f1_score_std,max_f1_threshold_std,max_f1_precision_std,max_f1_recall_std,runtime_std,avg_memory_std
covertype,DAE,0.005,0.819001181909548,0.135483787177056,0.225190348470719,2.85612132033699,0.350615018238783,0.1672,22.4087122440338,0,0.00876645632338781,0.0323869689514777,0.0337353789348402,0.131886505623371,0.0860577694005949,0.0192665513260677,0.448129409120017,0
covertype,DAE,0.01,0.732716153535353,0.152094510605643,0.234152590344671,2.65863620023407,0.395796857283067,0.168,21.7490303993225,0,0.0162988244574618,0.0284678762667881,0.0197885821741659,0.097543325944527,0.0605401349453222,0.0201494416796099,0.475870560641077,0
covertype,DAE,0.015,0.699280974619289,0.158623204260892,0.230004341412477,2.61264267218425,0.448302116394288,0.1552,21.5258820533752,0,0.0125417366057599,0.013670597571964,0.0138683201742539,0.0647236779755532,0.0534901926472394,0.0100044434572288,0.0351172855138386,0
covertype,DAE,0.02,0.683674081632653,0.168283546332298,0.23508959122053,2.47332536924213,0.44431074607828,0.1602,21.4374601840973,0,0.011098376679611,0.0210580697768708,0.0131910195030988,0.0953104641569302,0.0494319313322954,0.00867179335547153,0.0750265660726451,0
covertype,DAE,0.025,0.670279926153846,0.186898875835795,0.250352004917609,2.22405521255676,0.386453137608318,0.18768,21.3524681568146,0,0.0137021958277106,0.0189108057577951,0.0154668171285392,0.110671670960972,0.0495547559620416,0.0218767456446337,0.1153201653655,0
covertype,DAE,0.03,0.669770432989691,0.19290701092566,0.24859518342106,2.24118494834892,0.426068792925868,0.1764,21.3178676605225,0,0.00948743262525133,0.0107428990214357,0.00589549815354823,0.0675748207775308,0.0360830548842989,0.0114075998059773,0.119227630937141,0
covertype,DAE,0.035,0.658914892079941,0.203661457651136,0.255937835967878,2.16203123457625,0.430662022532334,0.182971428571429,21.3405830860138,0,0.0113704687267858,0.00913209736382754,0.00337233315159775,0.0915516833147804,0.044666127366968,0.0079938752064519,0.155964839073574,0
covertype,DAE,0.04,0.648212254166667,0.206008537289413,0.254177399350816,2.10592565278338,0.434635894835419,0.1817,23.9074496746063,0,0.010887496241856,0.0155452383544416,0.0133360756005119,0.14525614495564,0.0762076845565959,0.0108085614213918,4.02653427479107,0
covertype,DAE,0.045,0.645087113903432,0.217721524430361,0.262493968062078,2.06672006714513,0.45091346770196,0.185511111111111,21.0856453895569,0,0.0117121516312682,0.0153361118210686,0.0142319742344226,0.054924221267722,0.0495956765074692,0.00733400670309127,0.166269918968176,0
covertype,DAE,0.05,0.639151983157895,0.22081982080314,0.257791755945319,1.97880285961239,0.424707955703856,0.18824,21.222012090683,0,0.0133310270247767,0.0134817524282335,0.011993270469178,0.1477406134732,0.0809857341506327,0.0118611972414255,0.309759938052927,0
covertype,DAE,0.055,0.638290984511785,0.229910832668569,0.261574986684746,1.91994293671236,0.416073451334294,0.192945454545455,20.932870388031,0,0.0114129226499775,0.00862771096133778,0.00703341985838714,0.123916880442593,0.063721555252709,0.0128194067757695,0.223527245300863,0
covertype,DAE,0.06,0.633315682269503,0.234708556931986,0.26167641607901,1.94117736218996,0.450564681405394,0.184933333333333,20.8840901374817,0,0.0129029836222851,0.00488765702098508,0.00278946042513398,0.0617537509184632,0.0353875790222652,0.00673877667764047,0.143525663212466,0
covertype,DAE,0.065,0.632550011682435,0.245413263300147,0.272362692063173,1.87143611197257,0.442048931283526,0.197723076923077,20.8564897537231,0,0.00955363940892636,0.014291153097808,0.0148977972029556,0.105717357671411,0.0462486833599953,0.0142515025679325,0.07093243154915,0
covertype,DAE,0.07,0.63470617265745,0.255301951070573,0.277403527020521,1.87567679474847,0.469346958532117,0.197314285714286,20.7867378234863,0,0.0103732933384098,0.0180833793729766,0.0159331530124862,0.0597255690081179,0.0347580458267208,0.0141184493569548,0.0193276087720698,0
covertype,DAE,0.075,0.630272551207207,0.257793322635006,0.274225313043648,1.87103308563984,0.476022101150964,0.193173333333333,20.9607056617737,0,0.00484421131278952,0.0176738833638207,0.0185421934262463,0.0520950858751586,0.0394808241792797,0.0172259236165857,0.144948567199179,0
covertype,DAE,0.08,0.63376240326087,0.270953783251614,0.282636614771171,1.76081633373211,0.436293568680057,0.2098,21.1132032871246,0,0.00734534352592972,0.0125669131664437,0.0119248498782748,0.0665218065126188,0.0332999159209281,0.0140972071702164,0.257030415470983,0
covertype,DAE,0.085,0.628424720540019,0.27341427872259,0.28251527664731,1.75952201480795,0.451356371492376,0.206776470588235,21.2383462429047,0,0.00851415557636435,0.00568132087830299,0.00246001320668855,0.0952258356886005,0.0475347237044115,0.00971197669630033,0.248280477858968,0
covertype,DAE,0.09,0.629789712332112,0.2797827142885,0.285120876348833,1.7063309332405,0.436838836191308,0.212533333333333,20.9047967910767,0,0.00935467282999317,0.00854120776764569,0.00732236542187313,0.0641069380889918,0.0414867853566998,0.00911056908956859,0.110957447336389,0
covertype,DAE,0.095,0.625101256876999,0.280920469916401,0.282183317775461,1.71407150256546,0.453183761897938,0.20538947368421,30.9000647068024,0,0.0136548691410843,0.0125299921009708,0.011212116586563,0.0747946957877943,0.0260098882407597,0.0129542985304304,5.06454690479862,0
covertype,DAE,0.1,0.622916059555555,0.286922438690371,0.285233326322556,1.71380870881128,0.470515695984298,0.20492,22.2878810405731,0,0.0134735051277261,0.00709106967265581,0.00613068650373951,0.0508613739913603,0.0221040067560703,0.00759025691264795,3.0098895645664,0
covertype,HST,0.005,0.847388092462312,0.0467910635941976,0.128562228518757,0.941320391389433,0.113090922968667,0.2336,6.61086673736572,0,0.0619187372117492,0.0257762201867837,0.0553530157254987,0.0405608409870527,0.0490686799490896,0.170753623680436,0.120544791310966,0
covertype,HST,0.01,0.632155919191919,0.0305096778752664,0.0798263027310417,0.917401174168298,0.0529748937720284,0.1904,6.49118123054504,0,0.0621667206071286,0.0189090395222013,0.037537171816937,0.0197255605511184,0.0299555197134754,0.0860627677918855,0.0351539262247092,0
covertype,HST,0.015,0.491398475803723,0.0275606192708495,0.0819459950081225,0.934942622309198,0.0746086160101249,0.121866666666667,6.42131028175354,0,0.0229722597920367,0.0101002053178082,0.0326881483873588,0.0248254338334556,0.0396758240958148,0.0527181183275731,0.0517391995914847,0
covertype,HST,0.02,0.468750271428571,0.0311973133199992,0.0848895016368136,0.928531976516634,0.0811616064021745,0.0998,6.51291699409485,0,0.081799454355762,0.0156679741686181,0.0441074269912374,0.0342963250949754,0.0524418857177195,0.0349242036416008,0.105759430101715,0
covertype,HST,0.025,0.51917808574359,0.0576719279210318,0.127977944573988,0.922525244618395,0.124761002442351,0.14416,6.48228554725647,0,0.0691552799029335,0.0322063956975175,0.0437973386838437,0.0312612771228558,0.0594758185171189,0.0520596580857001,0.0194052865981633,0
covertype,HST,0.03,0.445123545017182,0.0725442567316259,0.150746952680945,0.932543874755381,0.179095432096474,0.157066666666667,6.46532897949219,0,0.0599023771298056,0.0497084802358082,0.0647230434698018,0.0266141975028025,0.159253733751474,0.037388649495684,0.0847157434281153,0
covertype,HST,0.035,0.476542697261288,0.0685556992226981,0.137695929466681,0.913268414872798,0.128439653361872,0.159771428571429,6.4916380405426,0,0.0762258806139959,0.0239332117789458,0.034358073374067,0.0152844551845114,0.0537155609610703,0.0350616948959914,0.0971903609570505,0
covertype,HST,0.04,0.452688433333333,0.075695474019056,0.142820642765945,0.910899099804305,0.143706574323664,0.1583,7.2147922039032,0,0.0451726710417621,0.0379446682665985,0.0552601673470582,0.0202846247666177,0.0852249825258537,0.0304273725451278,0.86064540588071,0
covertype,HST,0.045,0.461591998138452,0.105002063731013,0.179762600938614,0.93011976516634,0.204158663275958,0.165066666666667,6.48282856941223,0,0.144083795062649,0.0453959925513763,0.0362382187878561,0.00791223831491314,0.0509624408258976,0.0364547410928695,0.0792705819130866,0
covertype,HST,0.05,0.368390574315789,0.0728867812292011,0.153983997025296,0.913594677103718,0.167988744022213,0.14584,6.52885403633118,0,0.0363553533103163,0.015563104923328,0.0338801143814915,0.0136938251164636,0.0554235993701038,0.0214766850328443,0.144706822845373,0
covertype,HST,0.055,0.407235906493507,0.0631338985803418,0.12645961280871,0.827042191780822,0.107323609139145,0.316945454545454,6.52173347473145,0,0.119070398030945,0.0193645574466153,0.0339955200531426,0.155509385178751,0.037242433252494,0.383054932081204,0.100866678604188,0
covertype,HST,0.06,0.458847817021277,0.113619411461374,0.165700863317701,0.883099178082192,0.15950835740111,0.188066666666667,6.44678773880005,0,0.0717637188792244,0.0424263790489786,0.0408989845514347,0.0158312845442751,0.0773205930998741,0.0391133679904397,0.0364574730995962,0
covertype,HST,0.065,0.372449457836281,0.0899254067677106,0.149401546122046,0.835541291585127,0.1567406710625,0.310830769230769,6.45984616279602,0,0.0447112094859172,0.0213178899674425,0.0218534263845129,0.171557333522529,0.0565898818465935,0.384837006917852,0.0440446793954966,0
covertype,HST,0.07,0.381885114592934,0.100811559448982,0.18324650267571,0.908981291585127,0.202125505222732,0.173885714285714,6.44428610801697,0,0.100462384180247,0.0188967843546766,0.025329532526207,0.0128470156864862,0.0359861866690504,0.0469322568676798,0.0421686978998093,0
covertype,HST,0.075,0.429790925261261,0.097195959547179,0.161430049312614,0.770203992172211,0.13029898620621,0.523573333333333,6.44662680625916,0,0.0830557163424576,0.0239856670498219,0.0282293172670956,0.182111980857026,0.0549898866984105,0.437334211381232,0.0472474687642408,0
covertype,HST,0.08,0.530320966847826,0.14208756640891,0.196967927068517,0.772138395303327,0.164002597190309,0.4712,6.53677592277527,0,0.102286813476867,0.0561977698469783,0.0419091457935883,0.150737005266429,0.0902705207553233,0.327942325340905,0.0391733986348649,0
covertype,HST,0.085,0.408665923497268,0.0981519129132676,0.163922244975378,0.678554677103718,0.118694626655928,0.670964705882353,6.50552229881287,0,0.0926615770631153,0.0197345843637802,0.0119938680612018,0.206065537584607,0.0477880495686581,0.448832413758341,0.123714477099648,0
covertype,HST,0.09,0.335827405616606,0.0858758287208651,0.172853421527028,0.573806653620352,0.114384029171288,0.836933333333333,6.47743425369263,0,0.0563533699714127,0.0265889694809183,0.014885491039145,0.192722925140795,0.0530790013185705,0.361399010021395,0.0934301339293731,0
covertype,HST,0.095,0.383271248618784,0.113950130649701,0.183557019861824,0.606706536203523,0.111088499157368,0.854105263157895,8.91497526168823,0,0.0948840520255875,0.0264737300192616,0.0171255175281781,0.1453195810159,0.0326088888534927,0.31519864026592,0.24368801401253,0
covertype,HST,0.1,0.432432094666667,0.114489221915715,0.186907814714179,0.575887279843444,0.103338597484788,0.9808,6.45801663398743,0,0.100297186219302,0.020748667096878,0.00523194555956133,0.0883113976099845,0.00365165639776013,0.0361339175844524,0.0457804963939805,0
covertype,PW-AE,0.005,0.856665294472362,0.0761102113388076,0.142139759461404,2.93379804430485,0.161134343252373,0.14,24.7072050571442,0,0.0352830185449805,0.0490557546991168,0.0489847437325494,0.695426093351998,0.0737334266745357,0.0535163526410386,0.331914944258336,0
covertype,PW-AE,0.01,0.802495208080808,0.0957654430244115,0.166919863485904,2.38929190218644,0.190273767494755,0.196,23.9441762924194,0,0.025812750083129,0.0532817239129834,0.0680544372919174,0.77440476590315,0.104008939768063,0.0611064644698088,0.401368833529527,0
covertype,PW-AE,0.015,0.768386793908629,0.107558718112965,0.167546363032729,2.36017627308173,0.204299527279689,0.167466666666667,23.7365972042084,0,0.0208390564546296,0.0542800205915147,0.0621067515150564,0.577427572470655,0.107846805947541,0.0517652822308972,0.104709921183639,0
covertype,PW-AE,0.02,0.750655367346939,0.121348231230931,0.181334336575322,2.30076293744665,0.217358999644119,0.1622,23.6607033729553,0,0.0217813554617222,0.0553261540374016,0.0665753155290082,0.337979907171287,0.111153927992695,0.0445162891535222,0.0335648049283192,0
covertype,PW-AE,0.025,0.737344525128205,0.136574708079439,0.197231096766035,1.96236484923506,0.222764756861471,0.20224,23.5295525074005,0,0.0237570695346455,0.0542067023511486,0.0606574051118406,0.158663378921035,0.123280511318163,0.0203599607072312,0.113856995919769,0
covertype,PW-AE,0.03,0.732183983505155,0.149571456184278,0.204444267366752,1.91161100400293,0.247790701412522,0.2024,23.6521235942841,0,0.0259776655435617,0.0595265142174166,0.0582111217060807,0.217421249230011,0.150124412718914,0.0218560950054873,0.368241886014625,0
covertype,PW-AE,0.035,0.726304847964471,0.164662436017897,0.214547659288604,1.82771170050911,0.257445749071158,0.209714285714286,23.5277746200562,0,0.0180936818420319,0.0566842114361433,0.0530436715790377,0.0866747588277536,0.13243507937186,0.0141882388776402,0.150272852680321,0
covertype,PW-AE,0.04,0.721443279166667,0.175258332577593,0.219472414148732,1.72980822293361,0.2410312068693,0.2172,26.1530732154846,0,0.0249886362184736,0.0573340815410648,0.0494378420765604,0.147094494823858,0.100574526978973,0.0184173830931541,4.73575507582376,0
covertype,PW-AE,0.045,0.718225440837696,0.188880537256987,0.235068703436915,1.76255587976451,0.289877644930801,0.220533333333333,23.2175508499146,0,0.0251216304976745,0.0603821329906299,0.0485585028071457,0.147853626710856,0.138313204857246,0.026434918919331,0.171229225321033,0
covertype,PW-AE,0.05,0.714248362105263,0.196623780734478,0.239899022800039,1.6112719607568,0.269291019961322,0.24,23.4914289951324,0,0.024956733954417,0.0601328317613404,0.0467397334831689,0.188334481054601,0.116581693392266,0.030348640826238,0.21102682222055,0
covertype,PW-AE,0.055,0.709044375949976,0.208811171189791,0.245405671622888,1.62445346973011,0.288518580233658,0.232,23.0279742240906,0,0.0230139552560841,0.0603623413467644,0.0476930258979502,0.174581627770023,0.123718873313352,0.0266808502224918,0.329201673394364,0
covertype,PW-AE,0.06,0.709690205673759,0.218181551978049,0.251736803064979,1.57709386291643,0.294220364042991,0.2366,23.0899344444275,0,0.0303395917958501,0.0648469540132026,0.0509021810852459,0.12205124862124,0.125533739419717,0.0184351716985646,0.248502303508142,0
covertype,PW-AE,0.065,0.711145288029617,0.230231290415282,0.260996080783076,1.49940943734148,0.287467013660532,0.251015384615385,22.9276859760284,0,0.0255570150325694,0.0583480219484429,0.0390974953504298,0.103699678773031,0.0936906081482431,0.0202766662759506,0.12683603709695,0
covertype,PW-AE,0.07,0.706219152073733,0.24301398668718,0.270060145157074,1.47171284120977,0.310355461506517,0.253428571428571,22.972874212265,0,0.0302011404416209,0.0662990440530637,0.0449779591191471,0.0606046484932932,0.111183603794119,0.0173710996209456,0.0505390833627717,0
covertype,PW-AE,0.075,0.709939560936937,0.255040918868803,0.277419714673802,1.41843919772273,0.309235090404738,0.263306666666667,23.5213164806366,0,0.025269893809763,0.0609473624391748,0.0392813017076837,0.0576004239810448,0.0994031774734355,0.0143686077575,0.966864780013522,0
covertype,PW-AE,0.08,0.708685525,0.265695080173901,0.284787255751965,1.40793074239449,0.309799041808172,0.2685,23.1254757881165,0,0.0293868043628164,0.0627888266975645,0.0396348426186056,0.0939812104684794,0.0735199168811783,0.019790306970838,0.0859290635348175,0
covertype,PW-AE,0.085,0.704325696432015,0.270572078651752,0.285757865245256,1.4081565237811,0.329994078637995,0.263623529411765,23.3361901283264,0,0.029894662342926,0.0583696994779012,0.0386717849179831,0.0891073906475222,0.0991490971148586,0.0255543927656162,0.442203300630744,0
covertype,PW-AE,0.09,0.703094833699634,0.277863830124374,0.289119776888764,1.36343865852044,0.328601170828765,0.267866666666667,23.0151484966278,0,0.0260826864105555,0.0592441850643102,0.038066842831413,0.109019882317461,0.0913839129008881,0.0199509274514455,0.132922403349125,0
covertype,PW-AE,0.095,0.700509776097703,0.283641959985028,0.287540669418222,1.31751997022616,0.320799308532729,0.268463157894737,33.666241979599,0,0.0253310368282246,0.0500298387458429,0.0307605013195348,0.108066457101311,0.0728923975824618,0.0274756603443364,6.29432806969292,0
covertype,PW-AE,0.1,0.696385351111111,0.289999107145666,0.291638161683281,1.31128604359275,0.331875900916274,0.2672,26.1170893192291,0,0.0288743678430083,0.0539614699122886,0.0327160038150079,0.131480947158357,0.0763059838428943,0.0240366387001178,6.76063979882871,0
creditcard,DAE,0.005,0.785752667336683,0.160273786963893,0.302929303187936,3.41847142174161,0.28105605830005,0.3304,22.7811364650726,0,0.0239100149448625,0.014383300254323,0.00962910904444539,0.207263674553654,0.0180488608225332,0.0229085137012422,0.0625838160314546,0
creditcard,DAE,0.01,0.69232261010101,0.157521392268271,0.286122473832675,2.27572728038069,0.25138308239382,0.3452,22.8631426811218,0,0.0179575650545382,0.0132254207527419,0.011605910303281,0.43895495830859,0.0467611486100844,0.037831204051682,0.194514331166267,0
creditcard,DAE,0.015,0.656718164467005,0.173650964683469,0.316387692030081,2.03678409157376,0.293193410812609,0.3448,23.1208169937134,0,0.0161355699281101,0.014911861176669,0.0118651485879773,0.0916056522865347,0.0178573769020141,0.0190811134079982,0.270944412752726,0
creditcard,DAE,0.02,0.634079759183673,0.186123294008146,0.329284643858084,1.96851187457167,0.333836242918878,0.3256,23.047177362442,0,0.0103487070452705,0.0121170064611704,0.0054284637357494,0.0815094231808372,0.0175716473948884,0.00870631954387157,0.120756502527607,0
creditcard,DAE,0.025,0.628660342153846,0.204778938175296,0.348625562130428,1.92727676738363,0.376317072814832,0.32528,23.3208564281464,0,0.012392249953982,0.0126851609351225,0.0119180300421682,0.0742807216891263,0.0158955164963467,0.0169856409946755,0.189938381708244,0
creditcard,DAE,0.03,0.617173896907216,0.216571079683028,0.364332329409266,1.86588463500583,0.408130136105392,0.330266666666667,23.0212472438812,0,0.0116058248022801,0.00937303284459033,0.00683160264945528,0.0959411965606284,0.0303538188160883,0.00980476074839835,0.0450784285801448,0
creditcard,DAE,0.035,0.62029499215396,0.234148459053234,0.373861380920269,1.86461462281273,0.446140829854826,0.321942857142857,23.1575189113617,0,0.00426839898416804,0.00958451566545674,0.00750028437906859,0.0481484211187266,0.018779328345283,0.00461762373733419,0.120125781409178,0
creditcard,DAE,0.04,0.618235177083333,0.240940267551908,0.38120235789287,1.87043326170834,0.480837094018148,0.3161,23.0909383296967,0,0.013342947375923,0.00975815931071307,0.00407762463111326,0.0556432241436437,0.0200079108465158,0.00601456565347824,0.0336046518967293,0
creditcard,DAE,0.045,0.612408159162304,0.255564010371604,0.391619172283021,1.81530202946333,0.500799379184837,0.322044444444444,23.0583120822906,0,0.0109271514428444,0.00439109890676803,0.00815140516416196,0.0497268216173849,0.0196806956815786,0.013242654614335,0.127635067474702,0
creditcard,DAE,0.05,0.614490674526316,0.269109215797581,0.396041809059754,1.76583653303472,0.5144569983214,0.32216,22.7855359554291,0,0.0141250646932194,0.00725176711711479,0.00572177538432637,0.0639178584699528,0.0192020996934559,0.00583506640921936,0.0720219978169483,0
creditcard,DAE,0.055,0.612632325541125,0.280063504046118,0.404603169246541,1.77665256911273,0.545574584786287,0.321963636363636,22.7934715747833,0,0.0143385338538007,0.010427798911351,0.00965842468332895,0.0878529184067735,0.0317462056258681,0.00749037950466911,0.0745316460464588,0
creditcard,DAE,0.06,0.611845812765958,0.287369840218723,0.406312376939696,1.76744804670845,0.562810121326315,0.318466666666667,22.7751230239868,0,0.0099852804110901,0.00391255493822744,0.00622009833742434,0.088235697354936,0.0233090956876137,0.0125843818547701,0.0563241171019284,0
creditcard,DAE,0.065,0.611763192102016,0.294638393185772,0.410361015066651,1.72727356470094,0.571343862919279,0.320369230769231,22.7545443058014,0,0.0138671732099206,0.00766959128084814,0.0047921413686267,0.0603643882448221,0.0137877912741532,0.00859998623915234,0.0645190351140958,0
creditcard,DAE,0.07,0.60889378187404,0.301736357302263,0.411229307875652,1.70890917890026,0.584014977109987,0.3176,22.7500765323639,0,0.0147924949131611,0.0121222399878252,0.00548043271602927,0.0723581772751578,0.0215580829228214,0.00741096815399931,0.055421338551613,0
creditcard,DAE,0.075,0.607248222558559,0.307578955580535,0.413015293142353,1.68212349349986,0.592844674695676,0.317333333333333,23.1560415744781,0,0.0128422703818346,0.0106470785359132,0.011551478251057,0.078408323651169,0.0389563472199282,0.00757774519380418,0.104594781634464,0
creditcard,DAE,0.08,0.611188706521739,0.321561760340479,0.420910595883481,1.66376088890955,0.613891814419814,0.32095,23.0911498069763,0,0.00526665962729698,0.00929846530068738,0.0130831062391757,0.104516278947876,0.0458748178527548,0.0105406949486265,0.170257590239194,0
creditcard,DAE,0.085,0.609470523947284,0.330233864445475,0.425780982221099,1.59197454825977,0.609196796070196,0.327623529411765,22.8612236022949,0,0.00728586417478798,0.00847675704067139,0.0130391172069929,0.0777032537870901,0.0297599914692337,0.0128322690132214,0.070953350834947,0
creditcard,DAE,0.09,0.608945634188034,0.334355142751313,0.423579557366181,1.64710061141412,0.638413329952374,0.317288888888889,22.8005254745483,0,0.00585297575266814,0.00542635182160947,0.0132269504982028,0.0883707712745786,0.0295268884177448,0.0135276579962755,0.0461913974422818,0
creditcard,DAE,0.095,0.611312837452748,0.342969691935751,0.426209224839767,1.59292542160955,0.636378316444715,0.320673684210526,22.8358505249023,0,0.00833212428361072,0.0051692274585206,0.0081773978588564,0.0651147999232732,0.0319912090123169,0.00591799921269348,0.0579927153812341,0
creditcard,DAE,0.1,0.613845553777778,0.350302138645229,0.428319945215451,1.5490855554424,0.633864533854985,0.32384,22.7733332157135,0,0.00701453809414267,0.00344817020589095,0.00619153735059732,0.0650323041402271,0.0348666879804506,0.00571559270767259,0.0425604806733539,0
creditcard,HST,0.005,0.917279863316583,0.128579325129957,0.210967865961969,0.87060446183953,0.267642974533906,0.208,7.55124106407166,0,0.025018222005059,0.063990370754993,0.0586918311266583,0.0509656600485829,0.173486757533871,0.0727186358507914,0.0406173701189656,0
creditcard,HST,0.01,0.919538383838384,0.175113631998615,0.266981632757926,0.78811397260274,0.258248813832534,0.3216,7.52819786071777,0,0.032701332137592,0.0986278079447748,0.102564704766032,0.100689235581269,0.104610514717331,0.223407251449007,0.0247693983134903,0
creditcard,HST,0.015,0.941459901184433,0.224623376901785,0.292096507275999,0.686356477495108,0.206583743157757,0.5048,7.55780234336853,0,0.0203016718063428,0.0790537821969984,0.0676905772702813,0.030632361181794,0.0405420252991492,0.16163497971252,0.0712279534782598,0
creditcard,HST,0.02,0.960284975510204,0.375811847276621,0.41751875263028,0.689571506849315,0.330403718018503,0.5706,7.5790020942688,0,0.0114700122802193,0.0598043674157555,0.0698136745367047,0.0433222317088324,0.0592238431402725,0.0943520005087332,0.0768736654634766,0
creditcard,HST,0.025,0.933584877948718,0.272129897663968,0.347685715015964,0.567044070450098,0.230136727455641,0.73104,7.66151146888733,0,0.0204995893084016,0.077653818234264,0.0529204599381114,0.050636213754632,0.0441245779462393,0.0946190678457572,0.166260712265837,0
creditcard,HST,0.03,0.957218845360825,0.407835995951141,0.510873170488607,0.637311311154599,0.407885462987988,0.710266666666667,7.51151404380798,0,0.0115234377095839,0.0704334151161807,0.0513181206400466,0.0575338655428894,0.0827884439090149,0.0737421935604787,0.0311174818866994,0
creditcard,HST,0.035,0.963856256994819,0.479494462536874,0.559439637003691,0.602854324853229,0.4428346374752,0.765028571428571,7.55141892433167,0,0.00869628040755443,0.090686015419587,0.0843292987273779,0.0389566921562477,0.0856078937216002,0.0707734528806745,0.0545473661984461,0
creditcard,HST,0.04,0.952112757291667,0.462274606596392,0.512986247721544,0.654411272015656,0.426133962769262,0.672,7.48945617675781,0,0.0164158716186127,0.114596284597453,0.0999043428458097,0.0730440185005434,0.105114403757726,0.128729852792583,0.0210116090570097,0
creditcard,HST,0.045,0.958838582431646,0.520565754483582,0.577855129776324,0.628034129158513,0.472314764780346,0.770488888888889,7.48597116470337,0,0.0190868238770748,0.107704334650895,0.126315712450419,0.0693708889075075,0.117771778308117,0.157432046873297,0.0423655293386989,0
